Hora,DiaDaSemana,Temperatura,Chuva,EventoNaRegiao,EhFeriado,Ocupacao
21,5,16,1,1,0,95
22,5,23,0,1,0,99
23,5,24,0,0,0,48
0,6,16,0,0,0,8
1,6,27,0,0,0,5
2,6,16,0,0,0,13
3,6,25,0,0,0,9
4,6,29,0,0,0,13
5,6,24,0,0,0,10
6,6,27,0,0,0,22
7,6,23,0,0,0,38
8,6,21,1,0,0,100
9,6,27,0,0,0,77
10,6,29,0,0,0,78
11,6,15,1,0,0,100
12,6,26,0,0,0,94
13,6,17,0,0,0,76
14,6,24,0,0,0,70
15,6,16,0,0,0,76
16,6,29,0,0,0,93
17,6,24,0,0,0,82
18,6,15,0,0,0,44
19,6,25,0,0,0,48
20,6,26,0,1,0,96
21,6,21,0,0,0,60
22,6,19,0,1,0,96
23,6,27,0,0,0,52
0,0,24,0,0,0,9
1,0,18,0,0,0,12
2,0,16,0,0,0,13
3,0,18,1,0,0,22
4,0,28,0,0,0,5
5,0,25,0,0,0,10
6,0,22,0,0,0,25
7,0,24,0,0,0,23
8,0,17,0,0,0,93
9,0,27,0,0,0,85
10,0,22,0,0,0,77
11,0,24,0,0,0,82
12,0,26,0,0,0,77
13,0,26,0,0,0,93
14,0,28,0,0,0,76
15,0,19,0,0,0,76
16,0,30,0,0,0,77
17,0,13,1,0,0,100
18,0,26,0,0,0,60
19,0,16,0,0,0,57
20,0,30,0,0,0,57
21,0,18,0,0,0,46
22,0,26,0,0,0,48
23,0,26,0,0,0,33
0,1,22,1,0,0,19
1,1,18,0,0,0,12
2,1,17,0,0,0,8
3,1,24,0,0,0,15
4,1,24,0,0,0,10
5,1,25,0,0,0,11
6,1,29,0,0,0,29
7,1,19,0,0,0,20
8,1,16,0,0,0,88
9,1,21,1,0,0,100
10,1,25,0,0,0,73
11,1,17,0,0,0,93
12,1,25,0,0,0,73
13,1,24,0,0,0,93
14,1,21,0,0,0,73
15,1,21,1,0,0,80
16,1,19,0,0,0,79
17,1,14,1,0,0,100
18,1,29,0,0,0,32
19,1,21,0,0,0,56
20,1,20,0,0,0,35
21,1,14,1,0,0,59
22,1,21,0,0,0,30
23,1,26,0,0,0,42
0,2,20,0,0,0,8
1,2,28,0,0,0,10
2,2,23,1,0,0,30
3,2,19,0,0,0,14
4,2,28,0,0,0,10
5,2,16,0,0,0,7
6,2,26,1,0,0,41
7,2,20,0,0,0,29
8,2,17,0,0,0,76
9,2,21,0,0,0,75
10,2,21,0,0,0,76
11,2,19,0,0,0,88
12,2,19,0,0,0,78
13,2,29,0,0,0,83
14,2,26,0,0,0,84
15,2,22,0,0,0,88
16,2,17,1,0,0,99
17,2,20,0,0,0,89
18,2,16,0,0,0,45
19,2,14,1,0,0,57
20,2,24,0,0,0,33
21,2,27,1,0,0,77
22,2,28,0,0,0,34
23,2,25,0,0,0,56
0,3,25,0,0,0,13
1,3,29,0,0,0,14
2,3,29,0,0,0,7
3,3,19,0,0,0,7
4,3,23,0,0,0,7
5,3,19,1,0,0,26
6,3,14,1,0,0,41
7,3,30,0,0,0,39
8,3,19,0,0,0,92
9,3,20,0,0,0,79
10,3,15,0,0,0,79
11,3,18,0,0,0,73
12,3,19,0,0,0,92
13,3,20,0,0,0,86
14,3,16,0,0,0,83
15,3,21,0,0,0,75
16,3,22,1,0,0,89
17,3,30,0,0,0,92
18,3,25,0,0,0,55
19,3,18,0,0,0,37
20,3,24,1,0,0,60
21,3,28,0,0,0,41
22,3,15,0,0,0,51
23,3,18,1,0,0,56
0,4,25,0,0,0,14
1,4,16,0,0,0,8
2,4,16,0,0,0,5
3,4,28,0,0,0,12
4,4,30,0,0,0,14
5,4,15,0,0,0,11
6,4,22,1,0,0,38
7,4,22,0,0,0,26
8,4,19,0,0,0,92
9,4,16,0,0,0,71
10,4,16,0,0,0,71
11,4,26,0,0,0,88
12,4,18,0,0,0,76
13,4,25,1,0,0,100
14,4,20,0,0,0,87
15,4,19,1,0,0,92
16,4,16,0,0,0,91
17,4,17,0,0,0,82
18,4,15,1,0,0,73
19,4,20,0,0,0,34
20,4,17,1,0,0,56
21,4,15,0,0,0,43
22,4,24,0,0,0,59
23,4,19,0,0,0,60
0,5,21,0,0,0,8
1,5,21,0,0,0,11
2,5,20,0,0,0,9
3,5,16,0,0,0,5
4,5,24,0,0,0,15
5,5,20,0,0,0,10
6,5,17,0,0,0,29
7,5,21,0,0,0,21
8,5,29,0,0,0,78
9,5,25,0,0,0,82
10,5,12,1,0,0,92
11,5,14,1,0,0,84
12,5,25,0,0,0,95
13,5,17,0,0,0,70
14,5,22,0,0,0,70
15,5,29,0,0,0,76
16,5,15,1,0,0,100
17,5,15,1,0,0,100
18,5,23,1,0,0,78
19,5,18,0,0,0,49
20,5,20,0,1,0,99
21,5,19,1,1,0,96
22,5,22,0,1,0,99
23,5,28,0,0,0,50
0,6,17,0,0,0,11
1,6,23,0,0,0,9
2,6,27,0,0,0,15
3,6,21,0,0,0,8
4,6,25,1,0,0,26
5,6,21,1,0,0,24
6,6,14,1,0,0,38
7,6,27,0,0,0,31
8,6,21,0,0,0,90
9,6,22,0,0,0,84
10,6,28,0,0,0,86
11,6,15,0,0,0,90
12,6,28,0,0,0,86
13,6,28,0,0,0,89
14,6,18,0,0,0,82
15,6,18,0,0,0,83
16,6,22,0,0,0,72
17,6,15,0,0,0,81
18,6,24,0,0,0,31
19,6,20,1,0,0,47
20,6,18,1,0,0,61
21,6,19,0,0,0,32
22,6,27,0,0,0,30
23,6,20,0,1,0,96
0,0,26,0,0,0,7
1,0,22,0,0,0,14
2,0,24,1,0,0,27
3,0,18,0,0,0,8
4,0,19,0,0,0,10
5,0,28,0,0,0,8
6,0,23,0,0,0,35
7,0,25,0,0,0,23
8,0,27,0,0,0,81
9,0,17,0,0,0,86
10,0,19,0,0,0,85
11,0,21,0,0,0,84
12,0,19,0,0,0,82
13,0,16,1,0,0,96
14,0,27,0,0,0,86
15,0,20,1,0,0,81
16,0,27,0,0,0,75
17,0,19,0,0,0,90
18,0,23,0,0,0,33
19,0,19,1,0,0,48
20,0,28,0,0,0,54
21,0,23,0,0,0,44
22,0,17,1,0,0,71
23,0,19,0,0,0,40
0,1,19,1,0,0,33
1,1,19,0,0,0,11
2,1,28,0,0,0,9
3,1,27,0,0,0,9
4,1,19,0,0,0,12
5,1,15,0,0,0,10
6,1,15,0,0,0,32
7,1,23,0,0,0,23
8,1,20,0,0,0,86
9,1,12,1,0,0,92
10,1,19,0,0,0,71
11,1,23,0,0,0,93
12,1,24,0,0,0,79
13,1,26,0,0,0,71
14,1,26,0,0,0,76
15,1,25,0,0,0,73
16,1,28,0,0,0,73
17,1,20,0,0,0,78
18,1,23,0,0,0,41
19,1,29,0,0,0,30
20,1,30,0,0,0,48
21,1,23,0,0,0,48
22,1,18,0,0,0,41
23,1,26,0,0,0,51
0,2,30,0,0,0,5
1,2,19,0,0,0,15
2,2,16,0,0,0,9
3,2,24,0,0,0,11
4,2,17,1,0,0,15
5,2,18,0,0,0,8
6,2,21,0,0,0,20
7,2,28,0,0,0,32
8,2,24,1,0,0,81
9,2,29,0,0,0,88
10,2,28,0,0,0,74
11,2,24,0,0,0,92
12,2,19,0,0,0,90
13,2,19,0,0,0,74
14,2,20,0,0,0,87
15,2,24,0,0,0,89
16,2,19,0,0,0,73
17,2,18,0,0,0,89
18,2,18,1,0,0,53
19,2,27,0,0,0,50
20,2,30,0,0,0,39
21,2,16,1,0,0,57
22,2,14,1,0,0,66
23,2,25,0,0,0,36
0,3,20,1,0,0,27
1,3,20,0,0,0,14
2,3,25,0,0,0,5
3,3,26,0,0,0,9
4,3,27,0,0,0,12
5,3,28,0,0,0,13
6,3,25,0,0,0,27
7,3,24,1,0,0,37
8,3,30,0,0,0,84
9,3,17,0,0,0,79
10,3,18,0,0,0,87
11,3,27,1,0,0,96
12,3,12,1,0,0,85
13,3,22,0,0,0,81
14,3,28,0,0,0,91
15,3,25,0,0,0,94
16,3,26,1,0,0,100
17,3,16,0,0,0,87
18,3,13,1,0,0,59
19,3,24,0,0,0,53
20,3,28,0,0,0,44
21,3,19,0,0,0,33
22,3,30,0,0,0,46
23,3,27,0,0,0,58
0,4,22,0,0,0,9
1,4,20,1,0,0,31
2,4,24,0,0,0,15
3,4,20,0,0,0,12
4,4,30,0,0,0,8
5,4,23,0,0,0,12
6,4,13,1,0,0,41
7,4,15,0,0,0,36
8,4,22,1,0,0,94
9,4,26,0,0,0,76
10,4,26,0,0,0,70
11,4,18,0,0,0,77
12,4,18,1,0,0,86
13,4,30,0,0,0,85
14,4,16,0,0,0,91
15,4,19,0,0,0,87
16,4,20,0,0,0,73
17,4,24,0,0,0,85
18,4,26,0,0,0,60
19,4,17,0,0,0,60
20,4,22,0,0,0,39
21,4,13,1,0,0,56
22,4,27,0,0,0,32
23,4,17,1,0,0,56
0,5,18,0,0,0,10
1,5,24,0,0,0,15
2,5,21,0,0,0,14
3,5,24,1,0,0,27
4,5,27,0,0,0,10
5,5,15,0,0,0,12
6,5,27,0,0,0,21
7,5,17,0,0,0,36
8,5,14,1,0,0,100
9,5,26,0,0,0,90
10,5,17,0,0,0,83
11,5,19,0,0,0,76
12,5,28,0,0,0,73
13,5,23,0,0,0,70
14,5,24,0,0,0,75
15,5,29,0,0,0,94
16,5,17,0,0,0,70
17,5,22,0,0,0,89
18,5,18,0,0,0,33
19,5,19,0,1,0,99
20,5,20,0,0,0,35
21,5,26,0,1,0,97
22,5,22,0,1,0,98
23,5,29,0,0,0,44
0,6,26,1,0,0,19
1,6,28,0,0,0,10
2,6,20,1,0,0,30
3,6,21,0,0,0,6
4,6,27,0,0,0,5
5,6,22,0,0,0,13
6,6,18,1,0,0,43
7,6,22,0,0,0,29
8,6,15,0,0,0,80
9,6,24,0,0,0,78
10,6,28,0,0,0,87
11,6,19,0,0,0,94
12,6,25,0,0,0,73
13,6,29,0,0,0,70
14,6,30,0,0,0,90
15,6,17,0,0,0,71
16,6,18,1,0,0,100
17,6,27,0,0,0,92
18,6,26,0,0,0,43
19,6,25,0,1,0,96
20,6,22,1,0,0,74
21,6,20,0,0,0,51
22,6,17,0,0,0,32
23,6,19,0,1,0,96
0,0,21,0,0,0,13
1,0,25,0,0,0,15
2,0,21,0,0,0,12
3,0,27,0,0,0,8
4,0,24,0,0,0,13
5,0,24,0,0,0,5
6,0,30,0,0,0,26
7,0,17,0,0,0,26
8,0,23,0,0,0,86
9,0,28,0,0,0,84
10,0,30,0,0,0,74
11,0,24,0,0,0,92
12,0,15,0,0,0,73
13,0,30,0,0,0,91
14,0,27,0,0,0,70
15,0,16,1,0,0,94
16,0,12,1,0,0,88
17,0,27,0,0,0,87
18,0,27,0,0,0,54
19,0,23,0,0,0,51
20,0,17,0,0,0,52
21,0,28,0,0,0,44
22,0,16,0,0,0,47
23,0,27,0,0,0,42
0,1,25,0,0,0,12
1,1,17,0,0,0,9
2,1,18,0,0,0,9
3,1,25,0,0,0,10
4,1,16,0,0,0,5
5,1,29,0,0,0,11
6,1,16,0,0,0,40
7,1,21,0,0,0,40
8,1,19,0,0,0,92
9,1,23,0,0,0,74
10,1,28,0,0,0,80
11,1,22,1,0,0,100
12,1,24,0,0,0,84
13,1,20,0,0,0,85
14,1,23,0,0,0,78
15,1,26,0,0,0,75
16,1,26,0,0,0,78
17,1,28,0,0,0,78
18,1,23,0,0,0,60
19,1,19,0,0,0,49
20,1,18,0,0,0,40
21,1,18,1,0,0,63
22,1,29,0,0,0,50
23,1,23,0,0,0,58
0,2,25,0,0,0,5
1,2,24,0,0,0,7
2,2,21,0,0,0,10
3,2,22,0,0,0,9
4,2,17,0,0,0,13
5,2,27,1,0,0,22
6,2,27,0,0,0,23
7,2,28,0,0,0,32
8,2,27,0,0,0,77
9,2,21,0,0,0,81
10,2,25,0,0,0,70
11,2,17,0,0,0,90
12,2,19,0,0,0,87
13,2,20,0,0,0,79
14,2,25,0,0,0,73
15,2,29,0,0,0,76
16,2,30,0,0,0,90
17,2,17,0,0,0,70
18,2,25,0,0,0,52
19,2,25,0,0,0,34
20,2,24,0,0,0,49
21,2,28,0,0,0,38
22,2,24,0,0,0,40
23,2,23,0,0,0,46
0,3,24,1,0,0,25
1,3,22,0,0,0,14
2,3,29,0,0,0,14
3,3,24,0,0,0,13
4,3,23,1,0,0,27
5,3,15,0,0,0,8
6,3,24,1,0,0,48
7,3,28,0,0,0,37
8,3,20,1,0,0,90
9,3,17,0,0,0,90
10,3,28,0,0,0,76
11,3,20,0,0,0,77
12,3,22,1,0,0,100
13,3,17,0,0,0,71
14,3,26,0,0,0,86
15,3,21,0,0,0,78
16,3,24,0,0,0,87
17,3,14,1,0,0,98
18,3,26,0,0,0,60
19,3,15,1,0,0,45
20,3,24,0,0,0,52
21,3,23,0,0,0,52
22,3,22,0,0,0,51
23,3,24,1,0,0,52
0,4,22,0,0,0,15
1,4,30,0,0,0,7
2,4,20,0,0,0,15
3,4,23,1,0,0,23
4,4,24,1,0,0,25
5,4,22,0,0,0,8
6,4,14,1,0,0,36
7,4,25,1,0,0,42
8,4,30,0,0,0,81
9,4,30,0,0,0,71
10,4,23,0,0,0,75
11,4,25,0,0,0,80
12,4,23,0,0,0,85
13,4,20,0,0,0,81
14,4,29,0,0,0,78
15,4,25,0,0,0,81
16,4,17,1,0,0,100
17,4,26,0,0,0,74
18,4,18,1,0,0,60
19,4,24,0,0,0,51
20,4,24,1,0,0,63
21,4,19,0,0,0,38
22,4,19,0,0,0,58
23,4,19,0,0,0,47
0,5,28,0,0,0,15
1,5,26,0,0,0,9
2,5,25,0,0,0,11
3,5,15,0,0,0,12
4,5,21,0,0,0,15
5,5,30,0,0,0,14
6,5,25,0,0,0,39
7,5,19,0,0,0,30
8,5,25,1,0,0,86
9,5,18,0,0,0,85
10,5,21,0,0,0,90
11,5,29,0,0,0,87
12,5,15,1,0,0,100
13,5,30,0,0,0,78
14,5,20,0,0,0,83
15,5,21,0,0,0,92
16,5,15,0,0,0,85
17,5,19,0,0,0,90
18,5,12,1,0,0,69
19,5,27,1,0,0,62
20,5,28,0,1,0,96
21,5,21,0,0,0,54
22,5,26,0,1,0,97
23,5,23,0,0,0,30
0,6,16,0,0,0,13
1,6,30,0,0,0,13
2,6,29,0,0,0,14
3,6,20,0,0,0,5
4,6,26,0,0,0,15
5,6,28,0,0,0,14
6,6,20,0,0,0,32
7,6,25,0,0,0,40
8,6,24,0,0,0,75
9,6,22,1,0,0,100
10,6,28,0,0,0,83
11,6,26,0,0,0,76
12,6,21,0,0,0,78
13,6,19,0,0,0,73
14,6,21,1,0,0,91
15,6,22,0,0,0,75
16,6,29,0,0,0,79
17,6,30,0,0,0,89
18,6,23,0,0,0,31
19,6,15,0,0,0,56
20,6,25,1,0,0,72
21,6,26,0,0,0,44
22,6,21,0,1,0,95
23,6,29,0,1,0,98
0,0,22,1,0,0,23
1,0,23,1,0,0,20
2,0,22,0,0,0,10
3,0,12,1,0,0,28
4,0,22,0,0,0,14
5,0,25,0,0,0,15
6,0,16,0,0,0,27
7,0,22,0,0,0,22
8,0,19,1,0,0,100
9,0,21,0,0,0,94
10,0,28,0,0,0,88
11,0,29,0,0,0,71
12,0,30,0,0,0,78
13,0,30,0,0,0,75
14,0,19,0,0,0,84
15,0,27,0,0,0,84
16,0,15,0,0,0,85
17,0,22,0,0,0,82
18,0,27,1,0,0,48
19,0,19,0,0,0,34
20,0,18,0,0,0,49
21,0,18,0,0,0,50
22,0,24,0,0,0,58
23,0,20,0,0,0,55
0,1,26,0,0,0,8
1,1,20,1,0,0,28
2,1,16,0,0,0,8
3,1,23,0,0,0,10
4,1,23,0,0,0,14
5,1,18,0,0,0,6
6,1,17,0,0,0,33
7,1,23,1,0,0,46
8,1,18,1,0,0,89
9,1,18,0,0,0,93
10,1,29,0,0,0,83
11,1,28,0,0,0,94
12,1,25,0,0,0,94
13,1,29,0,0,0,94
14,1,28,0,0,0,90
15,1,15,0,0,0,91
16,1,15,0,0,0,76
17,1,28,0,0,0,89
18,1,26,0,0,0,56
19,1,12,1,0,0,43
20,1,23,0,0,0,37
21,1,28,0,0,0,60
22,1,23,1,0,0,60
23,1,22,0,0,0,34
0,2,16,0,0,0,15
1,2,22,0,0,0,8
2,2,21,0,0,0,13
3,2,15,0,0,0,10
4,2,24,1,0,0,30
5,2,15,0,0,0,13
6,2,26,0,0,0,30
7,2,23,0,0,0,38
8,2,28,0,0,0,80
9,2,13,1,0,0,89
10,2,22,0,0,0,90
11,2,22,0,0,0,90
12,2,26,0,0,0,85
13,2,28,0,0,0,82
14,2,25,1,0,0,89
15,2,22,0,0,0,79
16,2,15,0,0,0,76
17,2,22,0,0,0,90
18,2,20,0,0,0,53
19,2,18,1,0,0,63
20,2,20,1,0,0,71
21,2,28,0,0,0,33
22,2,24,0,0,0,53
23,2,17,0,0,0,47
0,3,26,0,0,0,13
1,3,22,1,0,0,20
2,3,18,0,0,0,9
3,3,30,0,0,0,6
4,3,24,0,0,0,12
5,3,26,0,0,0,5
6,3,28,0,0,0,20
7,3,21,1,0,0,37
8,3,28,0,0,0,79
9,3,25,0,0,0,87
10,3,21,0,0,0,95
11,3,18,1,0,0,100
12,3,16,0,0,0,88
13,3,26,0,0,0,77
14,3,23,0,0,0,90
15,3,15,0,0,0,95
16,3,30,0,0,0,71
17,3,16,0,0,0,91
18,3,21,0,0,0,53
19,3,28,0,0,0,51
20,3,19,0,0,0,32
21,3,27,0,0,0,59
22,3,18,0,0,0,30
23,3,20,0,0,0,34
0,4,27,0,0,0,14
1,4,16,0,0,0,13
2,4,28,0,0,0,12
3,4,18,0,0,0,6
4,4,28,0,0,0,12
5,4,29,0,0,0,11
6,4,22,0,0,0,20
7,4,18,1,0,0,51
8,4,23,0,0,0,70
9,4,30,0,0,0,91
10,4,16,1,0,0,100
11,4,23,0,0,0,89
12,4,20,0,0,0,95
13,4,26,1,0,0,100
14,4,19,0,0,0,79
15,4,29,0,0,0,75
16,4,17,0,0,0,74
17,4,14,1,0,0,89
18,4,17,0,0,0,32
19,4,24,0,0,0,30
20,4,22,0,0,0,51
21,4,23,1,0,0,72
22,4,20,0,0,0,30
23,4,30,0,0,0,39
0,5,21,0,0,0,9
1,5,28,0,0,0,10
2,5,18,0,0,0,12
3,5,15,0,0,0,6
4,5,23,0,0,0,11
5,5,25,0,0,0,14
6,5,21,0,0,0,33
7,5,22,0,0,0,31
8,5,20,0,0,0,85
9,5,19,0,0,0,70
10,5,27,1,0,0,99
11,5,23,0,0,0,73
12,5,27,0,0,0,83
13,5,22,0,0,0,86
14,5,15,1,0,0,100
15,5,16,0,0,0,80
16,5,17,1,0,0,100
17,5,14,1,0,0,96
18,5,15,1,0,0,58
19,5,30,0,0,0,46
20,5,20,1,0,0,64
21,5,22,0,1,0,95
22,5,16,0,1,0,96
23,5,15,0,0,0,50
0,6,17,0,0,0,15
1,6,19,0,0,0,6
2,6,21,0,0,0,6
3,6,19,1,0,0,26
4,6,20,1,0,0,31
5,6,16,0,0,0,11
6,6,15,0,0,0,26
7,6,26,1,0,0,39
8,6,21,1,0,0,100
9,6,21,1,0,0,95
10,6,25,0,0,0,90
11,6,24,0,0,0,79
12,6,26,0,0,0,95
13,6,27,0,0,0,83
14,6,22,0,0,0,83
15,6,29,0,0,0,72
16,6,25,0,0,0,82
17,6,30,0,0,0,87
18,6,19,1,0,0,51
19,6,25,0,1,0,97
20,6,19,0,0,0,39
21,6,20,0,0,0,30
22,6,19,0,0,0,52
23,6,23,0,0,0,42
0,0,30,0,0,0,15
1,0,26,0,0,0,5
2,0,16,0,0,0,7
3,0,20,0,0,0,15
4,0,20,0,0,0,8
5,0,22,1,0,0,26
6,0,27,0,0,0,26
7,0,29,0,0,0,38
8,0,19,0,0,0,72
9,0,16,0,0,0,89
10,0,20,0,0,0,74
11,0,25,0,0,0,82
12,0,22,0,0,0,87
13,0,19,0,0,0,95
14,0,27,0,0,0,92
15,0,23,0,0,0,85
16,0,17,0,0,0,72
17,0,28,0,0,0,70
18,0,24,0,0,0,60
19,0,20,0,0,0,30
20,0,24,0,0,0,46
21,0,17,0,0,0,55
22,0,26,1,0,0,71
23,0,18,0,0,0,42
0,1,22,0,0,0,9
1,1,21,0,0,0,5
2,1,14,1,0,0,27
3,1,14,1,0,0,22
4,1,22,0,0,0,10
5,1,17,0,0,0,5
6,1,14,1,0,0,46
7,1,25,0,0,0,37
8,1,23,0,0,0,71
9,1,15,0,0,0,95
10,1,19,0,0,0,72
11,1,25,0,0,0,87
12,1,15,0,0,0,70
13,1,30,0,0,0,77
14,1,24,0,0,0,88
15,1,14,1,0,0,100
16,1,15,0,0,0,73
17,1,22,1,0,0,100
18,1,13,1,0,0,40
19,1,27,0,0,0,52
20,1,30,0,0,0,31
21,1,18,0,0,0,46
22,1,21,1,0,0,67
23,1,27,1,0,0,53
0,2,20,1,0,0,23
1,2,20,0,0,0,15
2,2,17,0,0,0,8
3,2,27,0,0,0,14
4,2,30,0,0,0,14
5,2,18,0,0,0,14
6,2,27,0,0,0,32
7,2,26,0,0,0,36
8,2,18,1,0,0,100
9,2,23,0,0,0,75
10,2,14,1,0,0,85
11,2,29,0,0,0,92
12,2,17,0,0,0,77
13,2,16,0,0,0,75
14,2,26,0,0,0,76
15,2,26,1,0,0,91
16,2,30,0,0,0,95
17,2,17,0,0,0,87
18,2,26,0,0,0,41
19,2,19,0,0,0,48
20,2,24,0,0,0,60
21,2,25,0,0,0,46
22,2,17,0,0,0,51
23,2,17,0,0,0,37
0,3,28,0,0,1,7
1,3,25,0,0,1,6
2,3,17,0,0,1,13
3,3,22,0,0,1,11
4,3,24,1,0,1,20
5,3,18,0,0,1,5
6,3,28,0,0,1,26
7,3,30,0,0,1,29
8,3,12,1,0,1,98
9,3,18,0,0,1,73
10,3,18,0,0,1,90
11,3,18,0,0,1,75
12,3,28,0,0,1,80
13,3,26,0,0,1,72
14,3,22,0,0,1,86
15,3,15,0,0,1,86
16,3,18,1,0,1,87
17,3,21,1,0,1,100
18,3,22,0,0,1,50
19,3,30,0,0,1,37
20,3,21,0,0,1,34
21,3,27,0,0,1,39
22,3,17,0,0,1,50
23,3,18,0,0,1,59
0,4,26,1,0,0,28
1,4,30,0,0,0,8
2,4,30,0,0,0,13
3,4,26,1,0,0,25
4,4,22,0,0,0,5
5,4,17,0,0,0,15
6,4,26,1,0,0,37
7,4,17,1,0,0,54
8,4,30,0,0,0,74
9,4,29,0,0,0,75
10,4,16,0,0,0,82
11,4,17,0,0,0,88
12,4,29,0,0,0,94
13,4,21,0,0,0,94
14,4,15,0,0,0,83
15,4,17,0,0,0,84
16,4,22,0,0,0,86
17,4,12,1,0,0,92
18,4,28,0,0,0,47
19,4,22,0,0,0,32
20,4,17,0,0,0,45
21,4,21,0,0,0,43
22,4,30,0,0,0,56
23,4,25,1,0,0,48
0,5,30,0,0,0,13
1,5,26,0,0,0,5
2,5,26,1,0,0,27
3,5,23,0,0,0,10
4,5,22,0,0,0,7
5,5,13,1,0,0,29
6,5,20,0,0,0,20
7,5,22,0,0,0,37
8,5,17,1,0,0,94
9,5,19,0,0,0,95
10,5,13,1,0,0,100
11,5,26,0,0,0,91
12,5,19,0,0,0,86
13,5,23,0,0,0,76
14,5,27,0,0,0,89
15,5,15,0,0,0,95
16,5,30,0,0,0,83
17,5,25,1,0,0,100
18,5,28,0,0,0,43
19,5,27,0,0,0,48
20,5,28,0,0,0,57
21,5,25,0,0,0,51
22,5,22,0,0,0,53
23,5,24,1,0,0,54
0,6,12,1,0,0,24
1,6,22,0,0,0,14
2,6,15,0,0,0,15
3,6,28,0,0,0,13
4,6,21,0,0,0,11
5,6,23,0,0,0,15
6,6,19,0,0,0,21
7,6,15,0,0,0,32
8,6,23,0,0,0,71
9,6,14,1,0,0,100
10,6,30,0,0,0,74
11,6,27,0,0,0,88
12,6,20,1,0,0,98
13,6,20,0,0,0,92
14,6,19,1,0,0,100
15,6,19,0,0,0,84
16,6,21,0,0,0,95
17,6,21,0,0,0,84
18,6,20,0,0,0,33
19,6,18,0,1,0,95
20,6,19,1,0,0,58
21,6,16,0,1,0,96
22,6,14,1,0,0,53
23,6,26,0,1,0,96
0,0,18,0,0,0,5
1,0,20,0,0,0,12
2,0,22,0,0,0,15
3,0,24,0,0,0,10
4,0,30,0,0,0,11
5,0,15,0,0,0,11
6,0,25,0,0,0,33
7,0,28,0,0,0,34
8,0,19,0,0,0,82
9,0,20,0,0,0,83
10,0,22,0,0,0,87
11,0,22,0,0,0,91
12,0,16,0,0,0,94
13,0,26,0,0,0,86
14,0,16,1,0,0,100
15,0,19,1,0,0,100
16,0,19,0,0,0,85
17,0,22,1,0,0,87
18,0,15,0,0,0,50
19,0,14,1,0,0,69
20,0,25,0,0,0,30
21,0,17,0,0,0,44
22,0,22,0,0,0,51
23,0,13,1,0,0,73
0,1,25,0,0,0,12
1,1,23,0,0,0,13
2,1,17,0,0,0,15
3,1,25,1,0,0,29
4,1,22,0,0,0,6
5,1,18,0,0,0,15
6,1,16,0,0,0,33
7,1,15,0,0,0,40
8,1,26,0,0,0,93
9,1,29,0,0,0,78
10,1,22,0,0,0,83
11,1,16,1,0,0,97
12,1,28,0,0,0,83
13,1,26,0,0,0,94
14,1,25,0,0,0,80
15,1,30,0,0,0,75
16,1,16,1,0,0,93
17,1,20,0,0,0,72
18,1,29,0,0,0,34
19,1,26,0,0,0,57
20,1,19,1,0,0,45
21,1,28,0,0,0,41
22,1,15,0,0,0,50
23,1,25,1,0,0,46
0,2,17,0,0,0,6
1,2,17,0,0,0,15
2,2,14,1,0,0,24
3,2,23,0,0,0,7
4,2,15,0,0,0,8
5,2,23,0,0,0,9
6,2,18,0,0,0,20
7,2,18,0,0,0,23
8,2,24,0,0,0,89
9,2,17,0,0,0,86
10,2,28,0,0,0,73
11,2,22,0,0,0,82
12,2,16,0,0,0,75
13,2,23,0,0,0,90
14,2,17,1,0,0,100
15,2,26,1,0,0,95
16,2,29,0,0,0,89
17,2,30,0,0,0,91
18,2,30,0,0,0,33
19,2,17,0,0,0,43
20,2,22,0,0,0,34
21,2,16,0,0,0,54
22,2,27,0,0,0,32
23,2,16,0,0,0,48
0,3,19,0,0,0,15
1,3,19,0,0,0,5
2,3,15,0,0,0,5
3,3,13,1,0,0,18
4,3,22,0,0,0,7
5,3,18,0,0,0,7
6,3,28,0,0,0,33
7,3,20,1,0,0,51
8,3,27,0,0,0,89
9,3,15,0,0,0,93
10,3,23,0,0,0,78
11,3,22,0,0,0,76
12,3,23,0,0,0,89
13,3,21,1,0,0,91
14,3,19,1,0,0,100
15,3,18,0,0,0,80
16,3,28,0,0,0,88
17,3,26,1,0,0,100
18,3,26,0,0,0,36
19,3,21,0,0,0,45
20,3,16,0,0,0,55
21,3,27,0,0,0,40
22,3,20,0,0,0,33
23,3,27,0,0,0,50
0,4,27,0,0,0,9
1,4,21,1,0,0,25
2,4,24,0,0,0,14
3,4,17,0,0,0,15
4,4,18,0,0,0,12
5,4,29,0,0,0,13
6,4,28,0,0,0,30
7,4,21,1,0,0,40
8,4,24,0,0,0,87
9,4,16,0,0,0,91
10,4,23,1,0,0,100
11,4,30,0,0,0,71
12,4,16,0,0,0,71
13,4,28,0,0,0,82
14,4,30,0,0,0,91
15,4,23,0,0,0,87
16,4,25,0,0,0,94
17,4,19,0,0,0,71
18,4,18,0,0,0,44
19,4,19,0,0,0,44
20,4,15,1,0,0,63
21,4,22,0,0,0,39
22,4,30,0,0,0,31
23,4,15,0,0,0,30
0,5,29,0,0,0,9
1,5,24,0,0,0,7
2,5,17,0,0,0,10
3,5,24,0,0,0,7
4,5,22,1,0,0,25
5,5,26,0,0,0,13
6,5,28,0,0,0,34
7,5,26,0,0,0,40
8,5,16,1,0,0,100
